S,MLS #,Street Address,Price,DOM,Beds Total,Sq Ft Total,Bths,Lot Size,Postal City,Property Sub Type,Age
S,ML81885391,4127 Reedhurst Avenue,"$1,780,000 ",28,5,"2,350",3|0,"6,100 Lot SqFt",San Jose,Res. Single Family,60
S,EB40992364,674 Excalibur ,"$894,000 ",28,4,"1,242",2|0,"5,500 Lot SqFt",San Jose,Res. Single Family,62
S,ML81885796,145 Central Avenue,"$3,512,000 ",29,4,"3,428",3|1,"6,600 Lot SqFt",Los Gatos,Res. Single Family,77
S,ML81885587,387 Los Coches Street,"$1,800,000 ",29,4,"2,519",3|1,"2,062 Lot SqFt",Milpitas,Res. Single Family,7
S,ML81876955,745 Santa Ynez Street,"$1,610,000 ",29,5,"2,275",3|0,"5,188 Lot SqFt",Sunnyvale,Res. Single Family,68
S,ML81890263,330 Serrano Avenue,"$860,000 ",29,2,711,1|0,"7,540 Lot SqFt",San Jose,Res. Single Family,74
S,ML81887243,1258 Teresita Drive,"$2,050,000 ",30,4,"1,973",2|0,"7,474 Lot SqFt",San Jose,Res. Single Family,63
S,ML81886778,615 Bolsa Road,"$1,285,000 ",30,2,"1,040",1|0,11.82 Acres,Gilroy,Res. Single Family,70
S,ML81884718,872 Boyce Avenue,"$3,900,000 ",31,4,"2,410",3|0,"6,380 Lot SqFt",Palo Alto,Res. Single Family,97
S,ML81885379,18782 Withey Road,"$4,250,000 ",32,4,"3,732",3|1,1.08 Acres,Monte Sereno,Res. Single Family,27
S,ML81883187,19682 CHARTERS Avenue,"$4,100,000 ",32,4,"2,711",3|0,"10,200 Lot SqFt",Saratoga,Res. Single Family,56
S,SF422639439,20082 Forest Avenue,"$3,001,888 ",32,3,"1,187",2|0,"10,219 Lot SqFt",Cupertino,Res. Single Family,0
S,ML81884929,20408 Santa Cruz Highway,"$2,242,500 ",32,4,"2,512",3|0,4.06 Acres,Los Gatos,Res. Single Family,58
S,ME222047900,1575 Bautista Way,"$1,910,000 ",32,4,"3,225",3|1,"7,165 Lot SqFt",Morgan Hill,Res. Single Family,0
S,ML81884776,1834 Graham Lane,"$1,900,000 ",32,4,"2,221",3|0,"7,559 Lot SqFt",Santa Clara,Res. Single Family,70
S,ML81881937,944 E Taylor Street,"$1,230,000 ",32,7,"2,139",4|1,"10,093 Lot SqFt",San Jose,Res. Single Family,112
S,ML81879533,15670 Winchester Boulevard,"$3,225,000 ",33,6,"3,976",5|0,"14,389 Lot SqFt",Los Gatos,Res. Single Family,71
S,ML81885144,1457 Platt Avenue,"$1,580,000 ",33,5,"1,920",2|1,"5,526 Lot SqFt",Milpitas,Res. Single Family,58
S,ML81880864,625 Kiowa Circle,"$1,388,800 ",33,4,"1,503",2|0,"5,916 Lot SqFt",San Jose,Res. Single Family,55
S,ML81884413,18759 Cabernet Drive,"$3,274,000 ",34,5,"2,996",3|0,"11,187 Lot SqFt",Saratoga,Res. Single Family,36
S,ML81879647,58 Park Sharon Drive,"$1,550,000 ",34,5,"2,783",3|0,"9,348 Lot SqFt",San Jose,Res. Single Family,45
S,ML81884454,30 Pickford Avenue,"$1,200,000 ",34,4,"1,569",3|0,"7,245 Lot SqFt",San Jose,Res. Single Family,39
S,ML81880193,911 Michigan Avenue,"$2,390,000 ",35,4,"2,485",3|0,"6,494 Lot SqFt",San Jose,Res. Single Family,92
S,ML81878882,1927 Foxworthy Avenue,"$1,500,000 ",35,4,"1,400",2|0,"7,533 Lot SqFt",San Jose,Res. Single Family,65
S,ML81878648,654 Willis Avenue,"$1,100,000 ",35,4,"1,775",2|0,"6,082 Lot SqFt",San Jose,Res. Single Family,107
S,ML81881619,1050 Lois Avenue,"$2,596,950 ",36,6,"2,411",2|1,"5,952 Lot SqFt",Sunnyvale,Res. Single Family,69
S,ML81883864,102 Brisbane Terrace,"$1,875,000 ",37,3,"1,777",2|1,"2,312 Lot SqFt",Sunnyvale,Res. Single Family,34
S,ML81880298,368 Henderson Drive,"$1,200,000 ",37,2,930,1|0,"6,461 Lot SqFt",San Jose,Res. Single Family,54
S,ML81885750,872 Ryan Court,"$750,000 ",37,3,960,1|1,"6,043 Lot SqFt",Gilroy,Res. Single Family,50
S,ML81879222,1475 York Avenue,"$2,580,000 ",38,4,"2,345",3|0,"11,761 Lot SqFt",Campbell,Res. Single Family,26
S,ML81885770,3343 Cuesta Drive,"$1,400,000 ",38,4,"2,125",3|0,"6,000 Lot SqFt",San Jose,Res. Single Family,57
S,ML81882198,615 Minor Avenue,"$1,275,000 ",38,4,"1,941",3|0,"6,710 Lot SqFt",San Jose,Res. Single Family,122
S,ML81884560,1363 Cliffwood Drive,"$1,250,000 ",38,3,"1,490",3|0,"5,190 Lot SqFt",San Jose,Res. Single Family,63
S,ML81877235,1775 Paradise View Road ,"$1,865,000 ",39,4,"3,495",3|0,3.55 Acres,Morgan Hill,Res. Single Family,53
S,ML81883701,"473 Curie Drive, #1","$1,650,000 ",39,4,"2,256",2|1,"6,215 Lot SqFt",San Jose,Res. Single Family,46
S,ML81885988,4240 Briarglen Drive,"$1,600,000 ",39,4,"1,816",2|0,"6,046 Lot SqFt",San Jose,Res. Single Family,44
S,ML81883168,5098 Severance Drive,"$1,350,000 ",39,3,"1,330",2|0,"7,827 Lot SqFt",San Jose,Res. Single Family,49
S,ML81885039,225 Longview Drive,"$1,040,000 ",40,3,"1,402",2|0,"6,532 Lot SqFt",Morgan Hill,Res. Single Family,63
S,ML81883050,27 Crescent Drive,"$6,902,000 ",42,4,"4,540",3|2,1.02 Acres,Palo Alto,Res. Single Family,87
S,ML81881932,7140 Via Maria ,"$1,450,000 ",44,4,"1,833",2|1,"5,892 Lot SqFt",San Jose,Res. Single Family,54
S,ML81885120,684 N 15th Street,"$1,050,000 ",44,3,"1,068",1|0,"5,441 Lot SqFt",San Jose,Res. Single Family,104
S,ML81879599,1373 Santa Paula Avenue,"$1,388,000 ",46,4,"1,775",2|0,"5,371 Lot SqFt",San Jose,Res. Single Family,74
S,ML81884889,1057 S 7th Street,"$1,100,000 ",48,2,"1,358",2|0,"5,591 Lot SqFt",San Jose,Res. Single Family,114
S,ML81879930,2252 Louis Road,"$3,700,000 ",50,5,"2,209",2|1,"7,353 Lot SqFt",Palo Alto,Res. Single Family,76
S,ML81874681,96 Fox Avenue,"$1,125,000 ",51,2,"1,365",2|0,"4,575 Lot SqFt",San Jose,Res. Single Family,114
S,ML81884391,111 George Court,"$1,650,000 ",52,4,"1,965",2|1,"2,606 Lot SqFt",Campbell,Res. Single Family,13
S,ME222023429,1413 Pheasant Drive,"$1,110,000 ",54,4,"1,891",3|0,"5,959 Lot SqFt",Gilroy,Res. Single Family,0
S,ML81885564,123 N 25th Street,"$950,000 ",56,2,"1,174",1|0,"4,993 Lot SqFt",San Jose,Res. Single Family,76
S,ML81881871,19000 Buckeye Road,"$749,000 ",59,1,512,1|0,1.21 Acres,Los Gatos,Res. Single Family,53
S,BA322014173,595 Minor Avenue,"$1,200,000 ",60,3,"1,635",2|0,"5,345 Lot SqFt",San Jose,Res. Single Family,0
S,ML81878763,685 Margaret Lane,"$2,208,000 ",61,4,"1,963",3|0,"8,606 Lot SqFt",Campbell,Res. Single Family,74
S,ML81882202,2768 Ophelia Avenue,"$985,000 ",61,3,"1,043",1|1,"5,730 Lot SqFt",San Jose,Res. Single Family,61
S,ML81882895 ,1075 Lincoln Street,"$1,760,000 ",62,3,"1,138",1|1,"7,537 Lot SqFt",Santa Clara,Res. Single Family,1
S,ML81879965,15871 Mina Way,"$6,510,000 ",68,5,"5,397",5|1,"17,941 Lot SqFt",Saratoga,Res. Single Family,21
S,BE40984597,1231 State St ,"$1,785,000 ",69,7,"2,625",4|0,"9,000 Lot SqFt",,Res. Single Family,72
S,ML81876783,27470 Black Mountain Road,"$19,000,000 ",89,5,"8,958",6|2,1.17 Acres,Los Altos Hills,Res. Single Family,2
S,BE40944018,764 Alice Ave ,"$1,800,000 ",109,4,"1,841",2|1,"9,877 Lot SqFt",Mountain View,Res. Single Family,69
S,ML81820111,16330 Matilija Drive,"$3,690,000 ",144,3,"3,100",2|0,1.10 Acres,Los Gatos,Res. Single Family,54
S,ML81868289 ,17465 Chesbro Lake Drive,"$2,499,000 ",163,4,"3,209",3|0,41.62 Acres,Morgan Hill,Res. Single Family,51
S,ML81857873,686 Spargur Drive,"$7,100,000 ",228,6,"5,850",6|0,"16,604 Lot SqFt",Los Altos,Res. Single Family,2
S,ML81819706,945 Thornton Way,"$1,800,000 ",430,3,924,1|0,"20,694 Lot SqFt",San Jose,Res. Single Family,71
